Reaction ID,Reaction name,Subsystem,Present in,"Carbon-normalised yield (Am, reference)",Carbon-normalised yield (Af),"Yield difference (Am - Af, Am as reference)",Higher yield in,Active in pFBA (Af),Active in pFBA (Am),Verdict
MAR05324,Transport of methionine/Na+ (e->c),Transport reactions,Af only,0.0,0.0010971709438828,-0.0010971709438828,Af,True,False,Only in Af
MAR12868,Transport of Torasemide (e->c),Drug metabolism,Af only,0.0,0.0010929417767421,-0.0010929417767421,Af,True,False,Only in Af
MAR05541,Transport of isoleucine/phenylalanine (c->e/e->c),Transport reactions,Af only,0.0,-0.0009771029261318,0.0009771029261318,Am,True,False,Only in Af
MAR05137,L-glutamate:tRNA(Glu) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0009310937645395,-0.0009310937645395,Af,True,False,Only in Af
MAR05537,Transport of asparagine/phenylalanine (c->e/e->c),Transport reactions,Af only,0.0,-0.0009024115340926,0.0009024115340926,Am,True,False,Only in Af
MAR05318,Transport of Na+/tyrosine (e->c),Transport reactions,Am only,0.0008794568682218,0.0,0.0008794568682218,Am,False,True,Only in Am
MAR05143,L-Methionine:tRNAMet ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0008690208469035,-0.0008690208469035,Af,True,False,Only in Af
MAR05130,L-Tyrosine:tRNA(Tyr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0008690208469035,-0.0008690208469035,Af,True,False,Only in Af
MAR05142,L-lysine:tRNALys ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0008690208469035,-0.0008690208469035,Af,True,False,Only in Af
MAR05134,L-Aspartate:tRNA(Asp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0008690208469035,-0.0008690208469035,Af,True,False,Only in Af
MAR09895,Transport of chloride/methionine (e->c) #2,Transport reactions,Am only,0.0008428126025488,0.0,0.0008428126025488,Am,False,True,Only in Am
MAR05308,Transport of glutamine/Na+ (e->c),Transport reactions,both,0.0017955635100478,0.0011148866901873,0.0006806768198605,Am,True,True,Higher in Am
MAR09063,Exchange of glutamine,Exchange/demand reactions,both,-0.0017955635100478,-0.0011148866901873,-0.0006806768198605,Af,True,True,Higher in Am
MAR12866,Transport of chloride/Torasemide (e->c/c->e),Drug metabolism,Af only,0.0,-0.000674259540454,0.000674259540454,Am,True,False,Only in Af
MAR04655,dihydrofolate:NADP+ oxidoreductase (c),Folate metabolism,Af only,0.0,-0.0006653225913076,0.0006653225913076,Am,True,False,Only in Af
MAR04335,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase (m)",Folate metabolism,Af only,0.0,0.0006653225913076,-0.0006653225913076,Af,True,False,Only in Af
MAR04656,dihydrofolate:NADP+ oxidoreductase (m),Folate metabolism,Af only,0.0,0.0006653225913076,-0.0006653225913076,Af,True,False,Only in Af
MAR05006,Transport of folate (c->m),Transport reactions,Af only,0.0,0.0006653225913076,-0.0006653225913076,Af,True,False,Only in Af
MAR03952,Transport of THF (c->m),Transport reactions,Af only,0.0,-0.0006653225913076,0.0006653225913076,Am,True,False,Only in Af
MAR09062,Exchange of asparagine,Exchange/demand reactions,both,-0.0015390536503365,-0.0009024115340926,-0.0006366421162439,Af,True,True,Higher in Am
MAR05145,L-Phenylalanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0006207291763596,-0.0006207291763596,Af,True,False,Only in Af
MAR05139,L-Histidine:tRNA(His) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0006207291763596,-0.0006207291763596,Af,True,False,Only in Af
MAR05148,L-Threonine:tRNA(Thr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0006207291763596,-0.0006207291763596,Af,True,False,Only in Af
MAR04333,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase (c)",Folate metabolism,Af only,0.0,-0.0006032496736716,0.0006032496736716,Am,True,False,Only in Af
MAR09039,Exchange of isoleucine,Exchange/demand reactions,both,-0.0015756979160096,-0.0009771029261318,-0.0005985949898778,Af,True,True,Higher in Am
MAR04947,Transport reaction #40,Transport reactions,both,-0.0274134292422837,-0.0268496771403435,-0.0005637521019402,Af,True,True,Higher in Am
MAR09440,Exchange of UTP,Exchange/demand reactions,both,-0.0274134292422837,-0.0268496771403435,-0.0005637521019402,Af,True,True,Higher in Am
MAR00632,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,Glycerophospholipid metabolism,both,0.0009470832463871,0.0003887974896974,0.0005582857566897,Am,True,True,Higher in Am
MAR00628,Exchange of 2-lysolecithin pool,Exchange/demand reactions,both,-0.0009470832463871,-0.000388834733448,-0.0005582485129391,Af,True,True,Higher in Am
MAR01499,Transport of 2-lysolecithin pool (e->c),Transport reactions,both,0.0009470832463871,0.000388834733448,0.0005582485129391,Am,True,True,Higher in Am
MAR04384,Exchange of ceramide pool,Exchange/demand reactions,both,-0.0011718178515263,-0.0006799889404541,-0.0004918289110721,Af,True,True,Higher in Am
MAR12040,Transport of ceramide pool (e->c),Sphingolipid metabolism,both,0.0011718178515263,0.0006799889404541,0.0004918289110721,Am,True,True,Higher in Am
MAR09641,Transport of sphingosine (c->e),Transport reactions,both,0.0010755061681416,0.0005847262089201,0.0004907799592215,Am,True,True,Higher in Am
MAR00758,acyl-CoA:sphingosine N-acyltransferase (c),Sphingolipid metabolism,both,0.0010755061681416,0.0005847262089201,0.0004907799592215,Am,True,True,Higher in Am
MAR11947,Exchange of sphingosine,Exchange/demand reactions,both,0.0010755061681416,0.0005847262089201,0.0004907799592215,Am,True,True,Higher in Am
MAR06375,Transport of Na+/serine (e->c),Transport reactions,both,0.0024185105185584,0.0028812217992823,-0.0004627112807239,Af,True,True,Higher in Af
MAR09069,Exchange of serine,Exchange/demand reactions,both,-0.0024185105185584,-0.0028812217992823,0.0004627112807239,Am,True,True,Higher in Af
MAR11252,Carnitine shuttle of Decanoyl Carnitine (e->c),Transport reactions,Af only,0.0,0.0004538938804777,-0.0004538938804777,Af,True,False,Only in Af
MAR04859,Exchange of Decanoyl Carnitine,Exchange/demand reactions,Af only,0.0,-0.0004538938804777,0.0004538938804777,Am,True,False,Only in Af
MAR03150,(S)-Hydroxyoctanoyl-CoA hydro-lyase (m),Beta oxidation of even-chain fatty acids (mitochondrial),Af only,0.0,0.0004538938804777,-0.0004538938804777,Af,True,False,Only in Af
MAR03151,(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase (m),Beta oxidation of even-chain fatty acids (mitochondrial),Af only,0.0,0.0004538938804777,-0.0004538938804777,Af,True,False,Only in Af
MAR03153,Hexanoyl-CoA:acetyl-CoA C-acyltransferase (m),Beta oxidation of even-chain fatty acids (mitochondrial),Af only,0.0,0.0004538938804777,-0.0004538938804777,Af,True,False,Only in Af
MAR02187,Trans-Dec-2-Enoyl CoA Reductase,Fatty acid oxidation,Af only,0.0,0.0004538938804777,-0.0004538938804777,Af,True,False,Only in Af
MAR04967,βO decenoyl-CoA (m),Fatty acid oxidation,Af only,0.0,0.0004538938804777,-0.0004538938804777,Af,True,False,Only in Af
MAR00182,Transport of decanoyl-CoA (c->m),Transport reactions,Af only,0.0,0.0004538938804777,-0.0004538938804777,Af,True,False,Only in Af
MAR04457,Production of Decanoylcarnitine,Fatty acid oxidation,Af only,0.0,-0.0004538938804777,0.0004538938804777,Am,True,False,Only in Af
MAR02207,Trans-Hex-2-Enoyl CoA Reductase,Fatty acid oxidation,Af only,0.0,-0.0004538938804777,0.0004538938804777,Am,True,False,Only in Af
MAR02148,Trans-Oct-2-Enoyl CoA Reductase,Fatty acid oxidation,Af only,0.0,0.0004538938804777,-0.0004538938804777,Af,True,False,Only in Af
MAR06279,βO hexenoyl-CoA (m),Fatty acid oxidation,Af only,0.0,0.0004538938804777,-0.0004538938804777,Af,True,False,Only in Af
MAR05530,Transport of threonine/tryptophan (c->e/e->c),Transport reactions,both,-0.0017222749787017,-0.0012758684942887,-0.000446406484413,Af,True,True,Higher in Am
MAR09044,Exchange of threonine,Exchange/demand reactions,both,-0.0017222749787017,-0.0012758684942887,-0.000446406484413,Af,True,True,Higher in Am
MAR05136,L-Glutamine:tRNA(Gln) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0004345104234517,-0.0004345104234517,Af,True,False,Only in Af
MAR05315,Transport of Leu/Na+ (e->c),Transport reactions,both,0.0030048187693271,0.0033934819779141,-0.0003886632085869,Af,True,True,Higher in Af
MAR09040,Exchange of Leu,Exchange/demand reactions,both,-0.0030048187693271,-0.0033934819779141,0.0003886632085869,Am,True,True,Higher in Af
MAR05140,L-Isoleucine:tRNA(Ile) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0003724375058158,-0.0003724375058158,Af,True,False,Only in Af
MAR05135_Human-GEM,L-Cysteine:tRNA(Cys) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0003724375058158,-0.0003724375058158,Af,True,False,Only in Af
MAR09259,Exchange of AKG,Exchange/demand reactions,both,-0.0021253563931741,-0.0017672013171962,-0.0003581550759779,Af,True,True,Higher in Am
MAR09064,Exchange of tyrosine,Exchange/demand reactions,both,-0.0008794568682218,-0.001233935253558,0.0003544783853361,Am,True,True,Higher in Af
MAR05133,L-Asparagine:tRNA(Asn) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0003103645881798,-0.0003103645881798,Af,True,False,Only in Af
MAR04323,"L-serine hydro-lyase (adding hydrogen sulfide, L-cysteine-forming)",Cysteine and methionine metabolism,both,0.0002565098597112,0.0005228397442744,-0.0002663298845632,Af,True,True,Higher in Af
MAR09103,Exchange of H2S,Exchange/demand reactions,both,-0.0002565098597112,-0.0005228397442744,0.0002663298845632,Am,True,True,Higher in Af
MAR04990,Transport of H2S (c->e),Transport reactions,both,-0.0002565098597112,-0.0005228397442744,0.0002663298845632,Am,True,True,Higher in Af
MAR09042,Exchange of methionine,Exchange/demand reactions,both,-0.0008428126025488,-0.0010971709438828,0.000254358341334,Am,True,True,Higher in Af
MAR04010,adenosine 5'-monophosphate phosphohydrolase (c),Purine metabolism,Am only,0.0002534474500142,0.0,0.0002534474500142,Am,False,True,Only in Am
MAR04579,uridine:phosphate alpha-D-ribosyltransferase,Pyrimidine metabolism,both,0.0269040447573936,0.0266506825851424,0.0002533621722512,Am,True,True,Higher in Am
MAR07719,Transport of uridine (c->m),Transport reactions,both,-0.0269040447573936,-0.0266506825851424,-0.0002533621722512,Af,True,True,Higher in Am
MAR07717,uridine 5'-monophosphate phosphohydrolase (m),Nucleotide metabolism,both,0.0269040447573936,0.0266506825851424,0.0002533621722512,Am,True,True,Higher in Am
MAR20148,Transport of UMP (m->c),Transport reactions,both,-0.0269040447573936,-0.0266506825851424,-0.0002533621722512,Af,True,True,Higher in Am
MAR09045,Exchange of tryptophan,Exchange/demand reactions,both,-7.328853134607714e-05,-0.0002735286193503,0.0002002400880042,Am,True,True,Higher in Af
MAR00656,Exchange of PE-LD pool,Exchange/demand reactions,both,-0.0003049961772702,-0.0001115308545151,-0.0001934653227551,Af,True,True,Higher in Am
MAR01601,Transport of PE-LD pool (e->c) #2,Transport reactions,both,0.0003049961772702,0.0001115308545151,0.0001934653227551,Am,True,True,Higher in Am
MAR05068,Transport of arginine (e->c),Transport reactions,both,0.0019787793304819,0.0021711438477197,-0.0001923645172377,Af,True,True,Higher in Af
MAR09066,Exchange of arginine,Exchange/demand reactions,both,-0.0019787793304819,-0.0021711438477197,0.0001923645172377,Am,True,True,Higher in Af
MAR02151,reaction #2,Fatty acid biosynthesis,both,0.0,0.0001862187529079,-0.0001862187529079,Af,True,False,Only in Af
MAR02599,palmitoyl-CoA:L-carnitine O-palmitoyltransferase,Carnitine shuttle (cytosolic),both,0.0,0.0001862187529079,-0.0001862187529079,Af,True,False,Only in Af
MAR05149_Human-GEM,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,both,0.0,0.0001862187529079,-0.0001862187529079,Af,True,False,Only in Af
MAR09975,Transport of phenylalanine/3-Methylhistidine (c->e/e->c),Transport reactions,Af only,0.0,0.0001862187529079,-0.0001862187529079,Af,True,False,Only in Af
MAR10188,Exchange of 3-Methylhistidine,Exchange/demand reactions,both,0.0,-0.0001862187529079,0.0001862187529079,Am,True,False,Only in Af
MAR11256,Carnitine shuttle of malonyl-carnitine (e->c),Transport reactions,both,0.0,0.0001862187529079,-0.0001862187529079,Af,True,False,Only in Af
MAR05422,Transport reaction #48,Transport reactions,both,0.0,-0.0001862187529079,0.0001862187529079,Am,True,False,Only in Af
MAR04886,Exchange of malonyl-carnitine,Exchange/demand reactions,both,0.0,-0.0001862187529079,0.0001862187529079,Am,True,False,Only in Af
MAR09939,Formation of Methyl-Histidine,Histidine metabolism,both,0.0,-0.0001862187529079,0.0001862187529079,Am,True,False,Only in Af
MAR01692,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase",Bile acid biosynthesis,Am only,-0.0001668848046937,0.0,-0.0001668848046937,Af,False,True,Only in Am
MAR02889,"3α,7α-diOH-5β-cholestan-26-al dehydrogenase (c)",Bile acid biosynthesis,Am only,0.0001668848046937,0.0,0.0001668848046937,Am,False,True,Only in Am
MAR09006,Transport reaction #95,Transport reactions,both,0.0,0.0001241458352719,-0.0001241458352719,Af,True,False,Only in Af
MAR06090,Transport of HCO3/GSH adduct (c->e/e->c) #13,Transport reactions,Af only,0.0,0.0001241458352719,-0.0001241458352719,Af,True,False,Only in Af
MAR07160,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase,Nucleotide metabolism,both,0.0,0.0001241458352719,-0.0001241458352719,Af,True,False,Only in Af
MAR08791,nicotinamide ribonucleoside synthesis,Nicotinate and nicotinamide metabolism,both,0.0,0.0001241458352719,-0.0001241458352719,Af,True,False,Only in Af
MAR09298,Exchange of 5-deoxyadenosine,Exchange/demand reactions,both,0.0,0.0001241458352719,-0.0001241458352719,Af,True,False,Only in Af
MAR04146,Exchange of taurolithocholate,Exchange/demand reactions,both,0.0,0.0001241458352719,-0.0001241458352719,Af,True,False,Only in Af
MAR04969,Transport of nicotinamide (c->e),Transport reactions,both,0.0,-0.0001241458352719,0.0001241458352719,Am,True,False,Only in Af
MAR04265,nicotinamide ribonucleoside kinase,Nicotinate and nicotinamide metabolism,both,0.0,0.0001241458352719,-0.0001241458352719,Af,True,False,Only in Af
MAR09026,Exchange of S-Adenosyl-L-Homocysteine,Exchange/demand reactions,both,0.0,-0.0001241458352719,0.0001241458352719,Am,True,False,Only in Af
MAR09637,Transport of 5-deoxyadenosine (c->e),Transport reactions,both,0.0,0.0001241458352719,-0.0001241458352719,Af,True,False,Only in Af
MAR09378,Exchange of nicotinamide,Exchange/demand reactions,both,0.0,-0.0001241458352719,0.0001241458352719,Am,True,False,Only in Af
MAR04181,Exchange of sulfotaurolithocholate,Exchange/demand reactions,both,0.0,-0.0001241458352719,0.0001241458352719,Am,True,False,Only in Af
MAR06072,Transport of HCO3/GSH adduct (c->e/e->c) #5,Transport reactions,Af only,0.0,-0.0001241458352719,0.0001241458352719,Am,True,False,Only in Af
MAR01843,3'-Phosphoadenylylsulfate:taurolithocholate sulfotransferase,Bile acid biosynthesis,both,0.0,-0.0001241458352719,0.0001241458352719,Am,True,False,Only in Af
MAR01542,Nicotinamide-Nucleotide Adenylyltransferase,Nicotinate and nicotinamide metabolism,both,0.0,0.0001241458352719,-0.0001241458352719,Af,True,False,Only in Af
MAR04032,UTP:ammonia ligase (ADP-forming),Pyrimidine metabolism,both,0.0002150075987994,9.265986819699026e-05,0.0001223477306024,Am,True,True,Higher in Am
MAR09860,Exchange of xanthosine-5-phosphate,Exchange/demand reactions,both,-0.0002534474500142,-0.0001332087372957,-0.0001202387127185,Af,True,True,Higher in Am
MAR09834,Transport of xanthosine-5-phosphate (e->c),Transport reactions,both,0.0002534474500142,0.0001332087372957,0.0001202387127185,Am,True,True,Higher in Am
MAR20139,Transport of GMP (m->c),Transport reactions,both,-0.0002534474500142,-0.0001332087372957,-0.0001202387127185,Af,True,True,Higher in Am
MAR04135,ATP:GMP phosphotransferase (m),Purine metabolism,both,-0.0002534474500142,-0.0001332087372957,-0.0001202387127185,Af,True,True,Higher in Am
MAR04453,Xanthosine-5'-phosphate:ammonia ligase (AMP-forming),Purine metabolism,both,0.0002534474500142,0.0001332087372957,0.0001202387127185,Am,True,True,Higher in Am
MAR04883,Transport reaction #14,Transport reactions,both,0.0,-0.0001179385435083,0.0001179385435083,Am,True,False,Only in Af
MAR20137,Transport reaction #111,Transport reactions,both,0.0003255517761717,0.000217442567526,0.0001081092086456,Am,True,True,Higher in Am
MAR04147,Succinate:CoA ligase (GDP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,both,-0.0003255517761717,-0.000217442567526,-0.0001081092086456,Af,True,True,Higher in Am
MAR00574,"Exchange of 1,2-diacylglycerol-LD-TAG pool",Exchange/demand reactions,both,0.0,-0.0001011788557466,0.0001011788557466,Am,True,False,Only in Af
MAR00142,"Transport of 1,2-diacylglycerol-LD-TAG pool (e->c)",Transport reactions,both,0.0,0.0001011788557466,-0.0001011788557466,Af,True,False,Only in Af
MAR08463,dCDP to dCMP (c) #2,Nucleotide metabolism,Af only,0.0,8.423383023025963e-05,-8.423383023025963e-05,Af,True,False,Only in Af
MAR00714,Exchange of CE pool,Exchange/demand reactions,both,0.0,-8.31777096321974e-05,8.31777096321974e-05,Am,True,False,Only in Af
MAR04894,Transport reaction #21,Transport reactions,both,0.0,8.069479292675915e-05,-8.069479292675915e-05,Af,True,False,Only in Af
MAR11895,Exchange of 13-cis-retinoate,Exchange/demand reactions,both,0.0,-7.448750116316355e-05,7.448750116316355e-05,Am,True,False,Only in Af
MAR03946,Transport of H2O2 (c->m),Transport reactions,both,0.0,-7.448750116316355e-05,7.448750116316355e-05,Am,True,False,Only in Af
MAR11894,Transport of 13-cis-retinoate (c->e),Transport reactions,both,0.0,-7.448750116316355e-05,7.448750116316355e-05,Am,True,False,Only in Af
MAR04480,ATP:dAMP phosphotransferase,Purine metabolism,Am only,-7.261105581957998e-05,0.0,-7.261105581957998e-05,Af,False,True,Only in Am
MAR04633,ATP:deoxyadenosine 5'-phosphotransferase,Nucleotide metabolism,Am only,7.261105581957998e-05,0.0,7.261105581957998e-05,Am,False,True,Only in Am
MAR07869,dADP to dATP (c),Nucleotide metabolism,Am only,7.261105581957998e-05,0.0,7.261105581957998e-05,Am,False,True,Only in Am
MAR04054,ATP:thymidine 5'-phosphotransferase,Nucleotide metabolism,Am only,7.210432615748503e-05,0.0,7.210432615748503e-05,Am,False,True,Only in Am
MAR09423,Exchange of thymidine,Exchange/demand reactions,both,-7.210432615748503e-05,0.0,-7.210432615748503e-05,Af,False,True,Only in Am
MAR05034,Transport of thymidine (c->e),Transport reactions,both,-7.210432615748503e-05,0.0,-7.210432615748503e-05,Af,False,True,Only in Am
MAR08465,CDP reaction (c) #3,Nucleotide metabolism,Am only,6.421146087724147e-05,0.0,6.421146087724147e-05,Am,False,True,Only in Am
MAR04611,dATP oxidoreductase,Purine metabolism,Af only,0.0,6.224741029267984e-05,-6.224741029267984e-05,Af,True,False,Only in Af
MAR04269,ATP:NAD+ 2'-phosphotransferase (c),Nicotinate and nicotinamide metabolism,both,0.0,6.207291763597229e-05,-6.207291763597229e-05,Af,True,False,Only in Af
MAR09143,Exchange of riboflavin,Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR08614,Transport of cob(II)alamin (c->m),Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR04644,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase",Pyrimidine metabolism,Af only,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR08616,ATP:cob(I)alamin Co-beta-adenosyltransferase #2,Vitamin B12 metabolism,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR08615,ATP:cob(I)alamin Co-beta-adenosyltransferase,Vitamin B12 metabolism,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02158,D-3-hydroxyhexanoyl lyase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02157,3-oxohexanoyl oxidoreductase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02156,ACP acyltransferase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR04507,dCMP aminohydrolase,Nucleotide metabolism,Af only,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02155,butyryl- :NADP+ trans-2-oxidoreductase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR05420,Transport of Fe2+ (c->m) #2,Transport reactions,Af only,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR08612,Transport of aquacob(III)alamin (e->c),Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR09109,Exchange of biotin,Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR06402,octanoyl- :protein N6-octanoyltransferase,Lipoic acid metabolism,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR06403,protein Lys sulfurtransferase,Lipoic acid metabolism,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR09920,Exchange of O-acetylcarnitine,Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR06505,Transport of riboflavin (c->e),Transport reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR02154,3-hydroxybutanoyl lyase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR06512,Transport reaction #52,Transport reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR02153,acetoacetyl oxidoreductase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR06675,13-cis-retinal dehydrogenase (c),Retinol metabolism,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR02152,acetyl acyltransferase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR08617,Triphosphate phosphohydrolase (m),Miscellaneous,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR04719,Production of Hexanoylcarnitine,Fatty acid oxidation,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR04756,Transport of protoporphyrin (c->m),Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR04762,Cytochrome c apocytochrome-c-lyase,Porphyrin metabolism,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR00019,Transport of CE pool (e->l),Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR09269,Exchange of aquacob(III)alamin,Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR07767,Transport reaction #68,Transport reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR00604,"ATP:1,2-diacylglycerol 3-phosphotransferase",Acylglycerides metabolism,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02591,Acetyl-CoA:carnitine O-acetyltransferase (c),Carnitine shuttle (cytosolic),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02162,3-hydroxyoctanoyl lyase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR09609,Transport of biotin/Na+ (e->c) #3,Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02150,reaction,Fatty acid biosynthesis,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR04899,Exchange of Hexanoyl Carnitine,Exchange/demand reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02161,3-oxooctanoyl oxidoreductase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR05171,glycytRNA(gly)-tRNA ligase (c) #9,Protein assembly,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02160,ACP acyltransferase #2,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR09728,Transport of glycogen (c->e),Transport reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR05206,Transport of apoA1 (c->e),Transport reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR09729,Exchange of glycogen,Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR07765,Transport reaction #66,Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR05227,Transport of apocytochrome-C (c->m),Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR08641,S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase,Cysteine and methionine metabolism,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02159,hexanoyl- :NADP+ trans-2-oxidoreductase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR04905,Transport reaction #28,Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR02163,octanoyl- :NADP+ trans-2-oxidoreductase,Fatty acid biosynthesis (even-chain),both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR01939,Exchange of Flavin Adenine Dinucleotide Oxidized,Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR11953,"Exchange of 5,10-methylene-THF",Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR10250,Exchange of hexanoyl-CoA,Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR01044,"Ferrochelatase, Mitochondrial",Porphyrin metabolism,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR10489,Transport of pterin (c->e) #3,Transport reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR10496,Exchange of pterin #3,Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
